% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
73863 +8.669522581e-01 +8.669522581e-01 +7.221695226e+01 +7.221695226e+01 -3.6266e+00 -9.8615e-02 -1.1238e+00 -3.7126e-01 -2.0558e+00 -6.0327e-01 +3.7918e+00 +2.0474e+00 -9.0867e-01 +2.6963e+00 -1.5770e+00 -3.2234e-01 -5.0860e+00 -1.8868e+00 +7.6431e-01 +3.2464e+00 +1.8923e+00 -1.4412e+00 +2.9342e+00 -7.6515e-01 -1.7259e+00 -1.1140e+00 +4.3209e-01 +4.4228e+00 -3.7073e+00 -2.3885e+00 +3.4609e+00 -6.8781e-01 -1.4644e+00 +3.2288e-01 -5.7570e+00 -4.9087e+00 -4.5812e+00 +1.2162e+00 +4.4724e+00 -5.1211e+00 +8.9584e-01 -5.4942e+00 +2.0291e+00 +2.8963e-01
75839 +6.128485746e-01 +6.128485746e-01 +7.196284857e+01 +7.196284857e+01 -3.6326e+00 -7.5040e-02 -1.1466e+00 -3.6109e-01 -2.0828e+00 -5.9731e-01 +3.8017e+00 +2.0962e+00 -9.4208e-01 +2.6667e+00 -1.5045e+00 -3.7722e-01 -5.0520e+00 -1.8453e+00 +8.0351e-01 +3.2809e+00 +1.8925e+00 -1.4341e+00 +2.9916e+00 -8.1048e-01 -1.7845e+00 -1.1235e+00 +4.2435e-01 +4.4767e+00 -3.7477e+00 -2.4647e+00 +3.4798e+00 -6.2287e-01 -1.5244e+00 +3.0134e-01 -5.7295e+00 -4.8806e+00 -4.5138e+00 +1.0792e+00 +4.4071e+00 -5.1747e+00 +9.8409e-01 -5.5185e+00 +1.9928e+00 +2.7235e-01
78849 +3.979920263e-01 +3.979920263e-01 +7.174799203e+01 +7.174799203e+01 -3.6195e+00 -6.4411e-02 -1.0942e+00 -3.2887e-01 -2.0887e+00 -5.6867e-01 +3.7741e+00 +2.1062e+00 -9.4133e-01 +2.6879e+00 -1.4347e+00 -4.4470e-01 -5.0097e+00 -1.8863e+00 +7.8030e-01 +3.3208e+00 +1.8876e+00 -1.4539e+00 +2.9377e+00 -8.3528e-01 -1.8305e+00 -1.1217e+00 +4.4543e-01 +4.4374e+00 -3.7287e+00 -2.4216e+00 +3.4474e+00 -6.3638e-01 -1.4935e+00 +3.0660e-01 -5.7868e+00 -4.8927e+00 -4.5363e+00 +1.1390e+00 +4.3669e+00 -5.2167e+00 +9.4145e-01 -5.5062e+00 +1.9829e+00 +2.6783e-01
202528 +2.465827940e-01 +2.465827940e-01 +7.159658279e+01 +7.159658279e+01 +1.1616e+00 +1.3029e+00 -2.6419e+00 +1.9581e+00 -4.4279e+00 -1.1934e+00 -1.7378e+00 +4.9964e+00 -1.5063e+00 +7.2715e-01 +4.6761e-01 +1.3857e+00 -2.8763e+00 -5.2610e+00 +3.2047e-01 +1.0686e+00 +4.4250e+00 +1.5390e-01 +1.6148e-01 +3.5697e+00 -1.4205e+00 -1.9070e+00 -5.0709e+00 -1.5888e+00 +2.1078e+00 +1.9509e-01 +1.3708e+00 +4.7843e-01 +1.1352e+00 +1.6289e+00 -3.2679e-01 -2.7764e+00 +4.3374e-01 +6.9772e-02 +3.0041e-01 +2.5271e+00 -9.8884e-01 +1.1359e+00 +1.3400e-01 +1.7223e+00
204101 +1.571699971e-01 +1.571699971e-01 +7.150717000e+01 +7.150717000e+01 +1.1781e+00 +1.2983e+00 -2.6212e+00 +1.8945e+00 -4.4386e+00 -1.1389e+00 -1.7772e+00 +5.0174e+00 -1.5510e+00 +6.8617e-01 +4.5674e-01 +1.3725e+00 -2.8802e+00 -5.2617e+00 +3.4435e-01 +1.0576e+00 +4.4749e+00 +2.0452e-01 +1.7027e-01 +3.6333e+00 -1.4556e+00 -1.9234e+00 -5.0812e+00 -1.5588e+00 +2.1339e+00 +1.8841e-01 +1.3835e+00 +4.6522e-01 +1.1552e+00 +1.6203e+00 -3.5124e-01 -2.7364e+00 +4.1761e-01 +6.5297e-02 +3.0051e-01 +2.4696e+00 -1.0123e+00 +1.1184e+00 +1.4954e-01 +1.7189e+00
206580 +8.010591486e-02 +8.010591486e-02 +7.143010591e+01 +7.143010591e+01 +1.1647e+00 +1.3237e+00 -2.6135e+00 +1.9043e+00 -4.4473e+00 -1.1601e+00 -1.8087e+00 +5.0226e+00 -1.5298e+00 +6.4820e-01 +4.5345e-01 +1.3626e+00 -2.8792e+00 -5.2735e+00 +3.4565e-01 +1.0605e+00 +4.4548e+00 +1.9849e-01 +1.5905e-01 +3.5994e+00 -1.4531e+00 -1.9148e+00 -5.0675e+00 -1.5756e+00 +2.1126e+00 +1.8309e-01 +1.3826e+00 +4.5328e-01 +1.1578e+00 +1.6022e+00 -3.4327e-01 -2.7138e+00 +4.3592e-01 +9.9704e-02 +2.7399e-01 +2.4881e+00 -9.9702e-01 +1.1103e+00 +1.4811e-01 +1.7073e+00
208198 +6.173526067e-02 +6.173526067e-02 +7.141173526e+01 +7.141173526e+01 +1.1617e+00 +1.3186e+00 -2.6210e+00 +1.9240e+00 -4.4333e+00 -1.1667e+00 -1.7927e+00 +5.0025e+00 -1.5372e+00 +6.4715e-01 +4.6358e-01 +1.3840e+00 -2.8650e+00 -5.2826e+00 +3.5374e-01 +1.0684e+00 +4.4619e+00 +2.3214e-01 +1.6646e-01 +3.6132e+00 -1.4549e+00 -1.9251e+00 -5.0667e+00 -1.5741e+00 +2.0924e+00 +1.7749e-01 +1.3834e+00 +4.5223e-01 +1.1507e+00 +1.6202e+00 -3.2575e-01 -2.7101e+00 +4.4116e-01 +9.6434e-02 +2.8718e-01 +2.4939e+00 -9.9533e-01 +1.1183e+00 +1.4500e-01 +1.7142e+00
214312 +3.868530251e-02 +3.868530251e-02 +7.138868530e+01 +7.138868530e+01 +1.1567e+00 +1.3168e+00 -2.6310e+00 +1.9120e+00 -4.4312e+00 -1.1679e+00 -1.7995e+00 +5.0034e+00 -1.5371e+00 +6.3440e-01 +4.5829e-01 +1.3816e+00 -2.8659e+00 -5.2898e+00 +3.5591e-01 +1.0607e+00 +4.4658e+00 +2.3442e-01 +1.7162e-01 +3.6182e+00 -1.4452e+00 -1.9319e+00 -5.0625e+00 -1.5646e+00 +2.0931e+00 +1.7029e-01 +1.3760e+00 +4.5645e-01 +1.1471e+00 +1.6193e+00 -3.3284e-01 -2.7002e+00 +4.4468e-01 +9.1732e-02 +2.8928e-01 +2.4860e+00 -1.0034e+00 +1.1210e+00 +1.3930e-01 +1.7082e+00
761699 +2.390786348e-02 +2.390786348e-02 +7.137390786e+01 +7.137390786e+01 -1.1025e+00 +2.2042e+00 -3.3375e+00 +1.1129e+00 +2.2095e+00 -4.2571e+00 +4.2090e-01 +1.6780e+00 -5.0845e-01 -1.6109e+00 -2.4058e+00 +4.8229e+00 +7.6037e-01 +6.4237e-01 +4.1161e-01 +1.8307e+00 +4.4962e+00 +1.6992e+00 -1.1526e+00 -5.2299e+00 -4.2055e+00 +1.0821e-01 -2.1424e+00 -2.0799e+00 -2.2047e+00 -2.6042e+00 +2.3173e+00 +2.3318e-01 +2.5737e+00 +6.9538e-01 -3.0097e+00 +1.1980e+00 -3.3305e+00 +1.2333e+00 -1.9447e+00 -2.3338e-01 +1.3695e+00 +1.4477e+00 +6.3463e-01 -9.5150e-01
1028989 +1.513177883e-02 +1.513177883e-02 +7.136513178e+01 +7.136513178e+01 -4.1460e+00 +2.8867e+00 -1.6436e+00 +2.2521e-01 +4.6082e+00 +7.0252e-01 +1.8608e+00 -2.8499e+00 -1.8432e+00 +4.1901e+00 +1.6695e+00 -4.9654e-01 +3.3219e+00 +3.6398e-02 +3.8616e+00 -4.8287e+00 -3.0185e+00 +1.0011e+00 +2.1890e+00 +1.6033e+00 -2.0646e+00 +8.3356e-01 -9.4173e-01 -2.7731e+00 +1.3870e+00 +9.3200e-01 -1.2778e+00 -8.8080e-01 -1.4441e+00 +1.7860e+00 -1.1687e+00 -3.0040e+00 -1.9902e+00 +2.4521e+00 -1.0905e+00 +1.3324e+00 -1.2196e+00 +1.7875e+00 -1.2013e+00 -3.6527e+00
1031877 +9.796439089e-03 +9.796439089e-03 +7.135979644e+01 +7.135979644e+01 -4.1552e+00 +2.8853e+00 -1.6523e+00 +2.2788e-01 +4.6141e+00 +6.9750e-01 +1.8458e+00 -2.8584e+00 -1.8284e+00 +4.1948e+00 +1.6623e+00 -5.1173e-01 +3.3253e+00 +3.8503e-02 +3.8641e+00 -4.8391e+00 -3.0148e+00 +9.7609e-01 +2.1830e+00 +1.5995e+00 -2.0674e+00 +8.3796e-01 -9.3729e-01 -2.7765e+00 +1.3840e+00 +9.3554e-01 -1.2769e+00 -8.6450e-01 -1.4410e+00 +1.7787e+00 -1.1788e+00 -3.0317e+00 -2.0043e+00 +2.4438e+00 -1.0867e+00 +1.3371e+00 -1.2164e+00 +1.7862e+00 -1.2153e+00 -3.6488e+00
1034418 +6.083733966e-03 +6.083733966e-03 +7.135608373e+01 +7.135608373e+01 -4.1524e+00 +2.8893e+00 -1.6491e+00 +2.2255e-01 +4.6195e+00 +6.9552e-01 +1.8423e+00 -2.8591e+00 -1.8264e+00 +4.1976e+00 +1.6483e+00 -5.1610e-01 +3.3358e+00 +3.6361e-02 +3.8590e+00 -4.8433e+00 -3.0060e+00 +9.7412e-01 +2.1782e+00 +1.6000e+00 -2.0634e+00 +8.4372e-01 -9.4092e-01 -2.7813e+00 +1.3942e+00 +9.3531e-01 -1.2748e+00 -8.6554e-01 -1.4390e+00 +1.7829e+00 -1.1809e+00 -3.0280e+00 -2.0074e+00 +2.4568e+00 -1.0825e+00 +1.3298e+00 -1.2092e+00 +1.7904e+00 -1.2168e+00 -3.6501e+00
1036795 +3.900646354e-03 +3.900646354e-03 +7.135390065e+01 +7.135390065e+01 -4.1523e+00 +2.8931e+00 -1.6493e+00 +2.2258e-01 +4.6216e+00 +6.9306e-01 +1.8425e+00 -2.8591e+00 -1.8280e+00 +4.1960e+00 +1.6462e+00 -5.1106e-01 +3.3377e+00 +3.3408e-02 +3.8570e+00 -4.8416e+00 -3.0060e+00 +9.7891e-01 +2.1795e+00 +1.5998e+00 -2.0609e+00 +8.4142e-01 -9.4185e-01 -2.7824e+00 +1.3939e+00 +9.3252e-01 -1.2772e+00 -8.7084e-01 -1.4403e+00 +1.7836e+00 -1.1793e+00 -3.0250e+00 -2.0063e+00 +2.4624e+00 -1.0799e+00 +1.3286e+00 -1.2107e+00 +1.7941e+00 -1.2145e+00 -3.6473e+00
1040295 +2.441554567e-03 +2.441554567e-03 +7.135244155e+01 +7.135244155e+01 -4.1513e+00 +2.8913e+00 -1.6469e+00 +2.2135e-01 +4.6223e+00 +6.9418e-01 +1.8422e+00 -2.8583e+00 -1.8257e+00 +4.1957e+00 +1.6455e+00 -5.1368e-01 +3.3384e+00 +3.2193e-02 +3.8584e+00 -4.8435e+00 -3.0050e+00 +9.7581e-01 +2.1770e+00 +1.6002e+00 -2.0615e+00 +8.4435e-01 -9.4291e-01 -2.7843e+00 +1.3976e+00 +9.3331e-01 -1.2760e+00 -8.6833e-01 -1.4397e+00 +1.7836e+00 -1.1800e+00 -3.0252e+00 -2.0077e+00 +2.4648e+00 -1.0799e+00 +1.3264e+00 -1.2087e+00 +1.7936e+00 -1.2158e+00 -3.6476e+00
1047439 +1.580623310e-03 +1.580623310e-03 +7.135158062e+01 +7.135158062e+01 -4.1511e+00 +2.8906e+00 -1.6462e+00 +2.2161e-01 +4.6228e+00 +6.9461e-01 +1.8439e+00 -2.8579e+00 -1.8242e+00 +4.1942e+00 +1.6457e+00 -5.1404e-01 +3.3382e+00 +3.1600e-02 +3.8593e+00 -4.8441e+00 -3.0060e+00 +9.7588e-01 +2.1771e+00 +1.6000e+00 -2.0617e+00 +8.4418e-01 -9.4302e-01 -2.7846e+00 +1.3988e+00 +9.3154e-01 -1.2762e+00 -8.6830e-01 -1.4401e+00 +1.7837e+00 -1.1795e+00 -3.0244e+00 -2.0070e+00 +2.4658e+00 -1.0798e+00 +1.3260e+00 -1.2081e+00 +1.7935e+00 -1.2156e+00 -3.6471e+00
1856206 +7.811712043e-04 +7.811712043e-04 +7.135078117e+01 +7.135078117e+01 +2.2984e+00 -5.5714e-01 -4.1499e-01 -2.6316e+00 +1.2634e+00 +6.7218e-01 +2.3883e+00 +1.6358e+00 +3.2110e+00 +7.5306e-01 +1.0822e+00 -5.8739e-01 -3.0330e+00 -3.4382e-01 -2.1153e+00 -5.4027e-01 +1.5507e+00 +3.3455e-01 +3.0049e+00 +1.1535e+00 +1.0656e-01 -2.7966e+00 -1.2282e+00 -2.5240e+00 +2.4330e+00 -3.6835e+00 +3.8741e+00 -4.0026e+00 +1.3562e+00 +6.2608e-01 +2.2388e+00 -1.7398e+00 +1.6764e+00 -2.2032e+00 -1.6858e+00 -1.0237e+00 -8.7838e-01 -6.2769e-01 -3.3971e-01 -2.6537e+00
1860233 +5.990884419e-04 +5.990884419e-04 +7.135059909e+01 +7.135059909e+01 +2.3000e+00 -5.6421e-01 -4.0580e-01 -2.6335e+00 +1.2606e+00 +6.7553e-01 +2.3885e+00 +1.6397e+00 +3.2102e+00 +7.5077e-01 +1.0841e+00 -5.8158e-01 -3.0312e+00 -3.4188e-01 -2.1100e+00 -5.3587e-01 +1.5506e+00 +3.3607e-01 +3.0048e+00 +1.1536e+00 +1.1612e-01 -2.7985e+00 -1.2311e+00 -2.5265e+00 +2.4386e+00 -3.6896e+00 +3.8761e+00 -4.0050e+00 +1.3570e+00 +6.3025e-01 +2.2343e+00 -1.7394e+00 +1.6730e+00 -2.2048e+00 -1.6878e+00 -1.0239e+00 -8.7776e-01 -6.2503e-01 -3.3576e-01 -2.6542e+00
1861817 +3.843725257e-04 +3.843725257e-04 +7.135038437e+01 +7.135038437e+01 +2.2950e+00 -5.5971e-01 -4.1368e-01 -2.6320e+00 +1.2674e+00 +6.7126e-01 +2.3882e+00 +1.6311e+00 +3.2124e+00 +7.5108e-01 +1.0804e+00 -5.8344e-01 -3.0326e+00 -3.4468e-01 -2.1124e+00 -5.3800e-01 +1.5520e+00 +3.3233e-01 +3.0013e+00 +1.1530e+00 +1.1092e-01 -2.7981e+00 -1.2296e+00 -2.5251e+00 +2.4340e+00 -3.6865e+00 +3.8741e+00 -4.0045e+00 +1.3567e+00 +6.3055e-01 +2.2350e+00 -1.7460e+00 +1.6732e+00 -2.2014e+00 -1.6882e+00 -1.0217e+00 -8.7768e-01 -6.2056e-01 -3.3717e-01 -2.6530e+00
1867227 +2.156621303e-04 +2.156621303e-04 +7.135021566e+01 +7.135021566e+01 +2.2930e+00 -5.6401e-01 -4.0655e-01 -2.6375e+00 +1.2642e+00 +6.7524e-01 +2.3908e+00 +1.6323e+00 +3.2137e+00 +7.4685e-01 +1.0768e+00 -5.8573e-01 -3.0332e+00 -3.4191e-01 -2.1152e+00 -5.3495e-01 +1.5514e+00 +3.2966e-01 +2.9989e+00 +1.1532e+00 +1.1329e-01 -2.8058e+00 -1.2309e+00 -2.5245e+00 +2.4358e+00 -3.6818e+00 +3.8725e+00 -4.0067e+00 +1.3532e+00 +6.3136e-01 +2.2278e+00 -1.7460e+00 +1.6694e+00 -2.2042e+00 -1.6919e+00 -1.0236e+00 -8.7830e-01 -6.1737e-01 -3.3800e-01 -2.6574e+00
1874282 +1.506264785e-04 +1.506264785e-04 +7.135015063e+01 +7.135015063e+01 +2.2952e+00 -5.6078e-01 -4.0692e-01 -2.6369e+00 +1.2653e+00 +6.7678e-01 +2.3922e+00 +1.6346e+00 +3.2100e+00 +7.4888e-01 +1.0817e+00 -5.8074e-01 -3.0349e+00 -3.4151e-01 -2.1104e+00 -5.3626e-01 +1.5531e+00 +3.3502e-01 +3.0002e+00 +1.1556e+00 +1.1499e-01 -2.8020e+00 -1.2328e+00 -2.5233e+00 +2.4388e+00 -3.6855e+00 +3.8747e+00 -4.0088e+00 +1.3508e+00 +6.3324e-01 +2.2291e+00 -1.7411e+00 +1.6698e+00 -2.2006e+00 -1.6850e+00 -1.0244e+00 -8.7901e-01 -6.2059e-01 -3.3552e-01 -2.6538e+00
1881516 +9.370568053e-05 +9.370568053e-05 +7.135009371e+01 +7.135009371e+01 +2.2960e+00 -5.6178e-01 -4.0811e-01 -2.6359e+00 +1.2633e+00 +6.7542e-01 +2.3892e+00 +1.6362e+00 +3.2112e+00 +7.5004e-01 +1.0806e+00 -5.8231e-01 -3.0312e+00 -3.4103e-01 -2.1113e+00 -5.3668e-01 +1.5518e+00 +3.3539e-01 +3.0023e+00 +1.1548e+00 +1.1358e-01 -2.7994e+00 -1.2322e+00 -2.5247e+00 +2.4364e+00 -3.6873e+00 +3.8748e+00 -4.0058e+00 +1.3541e+00 +6.3138e-01 +2.2314e+00 -1.7387e+00 +1.6709e+00 -2.2026e+00 -1.6870e+00 -1.0240e+00 -8.7777e-01 -6.2283e-01 -3.3843e-01 -2.6555e+00
1884859 +4.818492702e-05 +4.818492702e-05 +7.135004818e+01 +7.135004818e+01 +2.2955e+00 -5.6224e-01 -4.0690e-01 -2.6357e+00 +1.2639e+00 +6.7458e-01 +2.3900e+00 +1.6343e+00 +3.2116e+00 +7.4915e-01 +1.0809e+00 -5.8266e-01 -3.0331e+00 -3.4146e-01 -2.1103e+00 -5.3589e-01 +1.5525e+00 +3.3370e-01 +3.0009e+00 +1.1549e+00 +1.1246e-01 -2.8009e+00 -1.2317e+00 -2.5242e+00 +2.4373e+00 -3.6865e+00 +3.8753e+00 -4.0067e+00 +1.3549e+00 +6.3222e-01 +2.2310e+00 -1.7400e+00 +1.6698e+00 -2.2020e+00 -1.6873e+00 -1.0236e+00 -8.7875e-01 -6.2139e-01 -3.3684e-01 -2.6540e+00
1888126 +3.670241054e-05 +3.670241054e-05 +7.135003670e+01 +7.135003670e+01 +2.2959e+00 -5.6137e-01 -4.0845e-01 -2.6363e+00 +1.2626e+00 +6.7527e-01 +2.3887e+00 +1.6357e+00 +3.2113e+00 +7.5007e-01 +1.0796e+00 -5.8326e-01 -3.0328e+00 -3.4015e-01 -2.1122e+00 -5.3617e-01 +1.5550e+00 +3.3288e-01 +3.0019e+00 +1.1555e+00 +1.1246e-01 -2.8007e+00 -1.2316e+00 -2.5230e+00 +2.4369e+00 -3.6851e+00 +3.8770e+00 -4.0049e+00 +1.3545e+00 +6.3110e-01 +2.2310e+00 -1.7411e+00 +1.6696e+00 -2.2026e+00 -1.6864e+00 -1.0234e+00 -8.7857e-01 -6.2232e-01 -3.3716e-01 -2.6554e+00
1894445 +2.315183983e-05 +2.315183983e-05 +7.135002315e+01 +7.135002315e+01 +2.2961e+00 -5.6171e-01 -4.0675e-01 -2.6360e+00 +1.2623e+00 +6.7596e-01 +2.3896e+00 +1.6360e+00 +3.2110e+00 +7.4911e-01 +1.0810e+00 -5.8297e-01 -3.0334e+00 -3.3955e-01 -2.1122e+00 -5.3499e-01 +1.5543e+00 +3.3323e-01 +3.0017e+00 +1.1542e+00 +1.1249e-01 -2.8023e+00 -1.2317e+00 -2.5230e+00 +2.4377e+00 -3.6846e+00 +3.8762e+00 -4.0062e+00 +1.3541e+00 +6.3110e-01 +2.2318e+00 -1.7407e+00 +1.6698e+00 -2.2022e+00 -1.6861e+00 -1.0237e+00 -8.7874e-01 -6.2209e-01 -3.3649e-01 -2.6549e+00
